### DATA:
#
# 2293
#      Q             I(Q)           Error     
6.68723641E-01  3.30893247E+06  9.48019370E+05
6.69042156E-01  3.70054118E+06  9.46798447E+05
6.69360672E-01  -4.28247626E+05  9.28198625E+05
6.69679188E-01  1.77938286E+06  9.43499845E+05
6.69997703E-01  2.32389196E+06  9.57136290E+05
6.70316219E-01  8.83988931E+05  9.53691649E+05
6.70634735E-01  1.72055682E+06  9.47144198E+05
6.70953250E-01  3.08665085E+06  9.68266463E+05
6.71271766E-01  2.32108175E+06  9.71185270E+05
6.71590282E-01  2.63300996E+06  9.76824702E+05
6.71908797E-01  1.58191509E+06  9.55384000E+05
6.72227313E-01  1.86324970E+06  9.76529373E+05
6.72545829E-01  2.92867566E+06  9.91392060E+05
6.72864344E-01  2.60879486E+06  9.94718755E+05
6.73182860E-01  3.93381255E+06  9.85213410E+05
6.73501376E-01  2.00589911E+06  9.87613606E+05
6.73819891E-01  3.41987290E+06  1.01266398E+06
6.74138407E-01  2.78862400E+06  1.00860561E+06
6.74456923E-01  1.45129354E+06  9.83424323E+05
6.74775438E-01  4.24659058E+06  1.01968385E+06
6.75093954E-01  4.03352663E+06  1.02750947E+06
6.75412470E-01  2.11624563E+06  1.01694583E+06
6.75730985E-01  1.21620665E+06  1.00746198E+06
6.76049501E-01  4.09193742E+06  1.03584968E+06
6.76368017E-01  -2.68341021E+05  1.02006334E+06
6.76686532E-01  1.35557266E+06  1.03331678E+06
6.77005048E-01  2.20748563E+06  1.03142469E+06
6.77323564E-01  9.46484663E+05  1.04069171E+06
6.77642079E-01  2.81377583E+06  1.05756561E+06
6.77960595E-01  2.50068395E+06  1.05522604E+06
6.78279111E-01  1.55808143E+06  1.03589928E+06
6.78597626E-01  2.45756996E+06  1.05693834E+06
6.78916142E-01  2.48568169E+06  1.06854247E+06
6.79234657E-01  2.85363057E+06  1.07502247E+06
6.79553173E-01  3.94037453E+05  1.05235462E+06
6.79871689E-01  3.06592195E+06  1.07237542E+06
6.80190204E-01  3.94223352E+06  1.09632334E+06
6.80508720E-01  1.22938372E+06  1.08333909E+06
6.80827236E-01  1.68327569E+05  1.07218668E+06
6.81145751E-01  3.25229858E+06  1.10413075E+06
6.81464267E-01  2.96854488E+06  1.10049215E+06
6.81782783E-01  3.13963437E+06  1.11277719E+06
6.82101298E-01  3.22973484E+06  1.09670648E+06
6.82419814E-01  1.38993735E+06  1.11307452E+06
6.82738330E-01  2.44516545E+06  1.12143252E+06
6.83056845E-01  3.35990250E+06  1.12831612E+06
6.83375361E-01  1.36424954E+06  1.09908391E+06
6.83693877E-01  1.07781600E+06  1.12092704E+06
6.84012392E-01  1.98486601E+06  1.14255938E+06
6.84330908E-01  5.50192284E+05  1.13512472E+06
6.84649424E-01  1.56035084E+06  1.12556366E+06
6.84967939E-01  3.04376381E+05  1.13649628E+06
6.85286455E-01  3.96299138E+06  1.15980619E+06
6.85604971E-01  4.34233560E+06  1.17919326E+06
6.85923486E-01  4.47259017E+06  1.16813873E+06
6.86242002E-01  3.93085266E+06  1.19171160E+06
6.86560518E-01  -1.63157174E+06  1.15570761E+06
6.86879033E-01  2.00852100E+06  1.18653145E+06
6.87197549E-01  1.77030039E+06  1.16685732E+06
6.87516065E-01  9.61129610E+05  1.18634483E+06
6.87834580E-01  4.02437656E+06  1.20836039E+06
6.88153096E-01  1.46892735E+06  1.19955372E+06
6.88471612E-01  9.50709632E+05  1.18816333E+06
6.88790127E-01  3.17460745E+06  1.21053246E+06
6.89108643E-01  1.94940525E+06  1.23016356E+06
6.89427159E-01  1.11546408E+06  1.21919608E+06
6.89745674E-01  3.42001776E+06  1.22773763E+06
6.90064190E-01  7.82691089E+05  1.22409859E+06
6.90382706E-01  3.94045661E+06  1.24720807E+06
6.90701221E-01  2.44399695E+06  1.26722891E+06
6.91019737E-01  2.57269189E+06  1.21958910E+06
6.91338253E-01  2.75113525E+06  1.26341778E+06
6.91656768E-01  4.15601692E+06  1.28176837E+06
6.91975284E-01  3.21641774E+06  1.27818912E+06
6.92293800E-01  1.57386108E+06  1.26046324E+06
6.92612315E-01  2.34999502E+06  1.26563623E+06
6.92930831E-01  9.79714643E+05  1.28350786E+06
6.93249347E-01  3.94738073E+06  1.30626455E+06
6.93567862E-01  3.27650403E+06  1.29970765E+06
6.93886378E-01  7.53183908E+05  1.29979463E+06
6.94204894E-01  7.33256543E+05  1.30234945E+06
6.94523409E-01  -1.49813034E+06  1.31938229E+06
6.94841925E-01  2.43401637E+06  1.30308710E+06
6.95160441E-01  1.58581654E+06  1.33474199E+06
6.95478956E-01  3.16698802E+06  1.35463867E+06
6.95797472E-01  3.33256816E+06  1.35049371E+06
6.96115988E-01  -3.52164395E+05  1.33960902E+06
6.96434503E-01  1.75446762E+06  1.35145627E+06
6.96753019E-01  1.28322189E+06  1.36084671E+06
6.97071535E-01  5.30622231E+06  1.39277043E+06
6.97390050E-01  2.54934110E+06  1.37720906E+06
6.97708566E-01  4.21785597E+06  1.39527873E+06
6.98027082E-01  1.90200352E+06  1.39363117E+06
6.98345597E-01  2.89649831E+06  1.41323944E+06
6.98664113E-01  3.52623105E+05  1.37752088E+06
6.98982629E-01  9.88893689E+05  1.41456201E+06
6.99301144E-01  3.52362365E+05  1.42103961E+06
6.99619660E-01  1.45708778E+06  1.43255636E+06
6.99938176E-01  3.11148401E+06  1.42840755E+06
7.00256691E-01  2.57663682E+06  1.47149610E+06
7.00575207E-01  1.79403747E+06  1.47432025E+06
7.00893723E-01  1.09401573E+06  1.45242827E+06
7.01212238E-01  1.85978281E+06  1.47266059E+06
7.01530754E-01  2.14511061E+06  1.47782100E+06
7.01849270E-01  1.46741603E+06  1.49752220E+06
7.02167785E-01  8.06360569E+05  1.50359183E+06
7.02486301E-01  2.39515631E+06  1.49452792E+06
7.02804817E-01  4.34385176E+06  1.52645997E+06
7.03123332E-01  -2.27584803E+06  1.50827875E+06
7.03441848E-01  7.98828054E+05  1.51422929E+06
7.03760364E-01  3.52947583E+06  1.53448929E+06
7.04078879E-01  7.13711116E+06  1.60133914E+06
7.04397395E-01  3.39846319E+06  1.56675281E+06
7.04715911E-01  -5.37609122E+04  1.56838688E+06
7.05034426E-01  3.76162214E+05  1.59781178E+06
7.05352942E-01  1.70485442E+06  1.60816312E+06
7.05671458E-01  4.24911107E+02  1.61688652E+06
7.05989973E-01  2.04207449E+06  1.62452017E+06
7.06308489E-01  3.48768968E+06  1.62299891E+06
7.06627005E-01  9.88193552E+05  1.64416289E+06
7.06945520E-01  4.36336387E+06  1.68238367E+06
7.07264036E-01  1.42109105E+06  1.64474088E+06
7.07582552E-01  1.31300429E+06  1.68062118E+06
7.07901067E-01  -2.82570716E+05  1.68350386E+06
7.08219583E-01  8.82303771E+05  1.69548671E+06
7.08538099E-01  7.28519751E+05  1.70652470E+06
7.08856614E-01  1.27240114E+06  1.72116733E+06
7.09175130E-01  3.01394277E+06  1.73998918E+06
7.09493646E-01  9.27711318E+05  1.73851692E+06
7.09812161E-01  -4.37730869E+05  1.74898702E+06
7.10130677E-01  3.91092530E+06  1.79591441E+06
7.10449193E-01  5.72169846E+06  1.84874690E+06
7.10767708E-01  2.89857457E+06  1.83961395E+06
7.11086224E-01  9.93519426E+05  1.82564691E+06
7.11404740E-01  3.57654922E+06  1.84612472E+06
7.11723255E-01  2.87407459E+06  1.87028595E+06
7.12041771E-01  3.85305047E+06  1.90002728E+06
7.12360287E-01  1.07028348E+06  1.86659760E+06
7.12678802E-01  -9.81293575E+05  1.89781274E+06
7.12997318E-01  -1.47497751E+06  1.90647034E+06
7.13315834E-01  4.42289972E+06  1.97474467E+06
7.13634349E-01  3.64818537E+06  1.94997567E+06
7.13952865E-01  1.59501490E+06  1.97220760E+06
7.14271381E-01  3.35639698E+06  2.01118604E+06
7.14589896E-01  6.93470862E+06  2.07605747E+06
7.14908412E-01  1.64330025E+06  2.01605858E+06
7.15226928E-01  3.33168937E+05  2.03648746E+06
7.15545443E-01  -2.70784260E+04  2.07728111E+06
7.15863959E-01  1.14807601E+06  2.12604221E+06
7.16182475E-01  1.39413817E+06  2.09989624E+06
7.16500990E-01  6.76540569E+05  2.15087416E+06
7.16819506E-01  1.27471401E+06  2.17862597E+06
7.17138022E-01  2.35407031E+06  2.26233571E+06
7.17456537E-01  2.60297165E+06  2.21741038E+06
7.17775053E-01  6.78925865E+05  2.21886322E+06
7.18093569E-01  2.17596012E+06  2.28388279E+06
7.18412084E-01  5.08096631E+06  2.31337662E+06
7.18730600E-01  -1.38240966E+04  2.30029321E+06
7.19049116E-01  1.29708944E+05  2.37051243E+06
7.19367631E-01  1.55077102E+06  2.43054763E+06
7.19686147E-01  -1.13655030E+06  2.44204873E+06
7.20004663E-01  5.95387376E+05  2.37689947E+06
7.20323178E-01  -5.26131693E+05  2.47889006E+06
7.20641694E-01  7.41329855E+06  2.59391708E+06
7.20960210E-01  2.20431811E+06  2.65135532E+06
7.21278725E-01  5.89917127E+06  2.57945610E+06
7.21597241E-01  2.59565641E+06  2.68247442E+06
7.21915757E-01  4.58414865E+06  2.81508776E+06
7.22234272E-01  7.23865043E+05  2.82589429E+06
7.22552788E-01  3.36575468E+06  2.73966042E+06
7.22871304E-01  6.12533504E+06  2.86641220E+06
7.23189819E-01  -2.81888926E+06  2.89313945E+06
7.23508335E-01  -1.05696638E+06  2.94751997E+06
7.23826851E-01  2.53128237E+06  2.85561315E+06
7.24145366E-01  -3.83009078E+05  2.96072154E+06
7.24463882E-01  4.32965104E+05  3.02342538E+06
7.24782398E-01  9.14778569E+06  3.20118124E+06
7.25100913E-01  -1.72243512E+05  2.95864977E+06
7.25419429E-01  -6.32005055E+06  3.00079043E+06
7.25737945E-01  3.14879410E+06  3.19782770E+06
7.26056460E-01  -1.02073305E+06  3.25479787E+06
7.26374976E-01  3.14164305E+06  2.98082416E+06
7.26693492E-01  3.01310260E+06  3.25498644E+06
7.27012007E-01  7.10709216E+06  3.44222369E+06
7.27330523E-01  8.32809836E+06  3.52237368E+06
7.27649039E-01  3.07514928E+05  3.22130344E+06
7.27967554E-01  8.58396246E+06  3.46385405E+06
7.28286070E-01  6.98022722E+05  3.55531817E+06
7.28604586E-01  1.10861722E+06  3.51387131E+06
7.28923101E-01  -4.33803820E+06  3.29983879E+06
7.29241617E-01  1.53209425E+05  3.66279261E+06
7.29560133E-01  1.06184320E+06  3.66434511E+06
7.29878648E-01  1.74959562E+06  3.76764827E+06
7.30197164E-01  6.15903822E+05  3.64141847E+06
7.30515680E-01  1.56174629E+06  3.77201718E+06
7.30834195E-01  4.12474249E+06  3.96100421E+06
7.31152711E-01  5.38339679E+06  4.05964322E+06
7.31471227E-01  -1.42258790E+06  3.91288895E+06
7.31789742E-01  2.74859061E+06  4.21030548E+06
7.32108258E-01  4.81416558E+06  4.18652693E+06
7.32426774E-01  9.79280075E+05  4.32125184E+06
7.32745289E-01  6.83104962E+06  4.48043323E+06
7.33063805E-01  5.60839204E+06  4.38568087E+06
7.33382321E-01  2.66740362E+06  4.51322259E+06
7.33700836E-01  -3.97222837E+06  4.62350978E+06
7.34019352E-01  3.04581593E+06  4.89361204E+06
7.34337868E-01  1.00398769E+06  4.75507839E+06
7.34656383E-01  -1.61206928E+06  4.91136155E+06
7.34974899E-01  4.77989264E+06  5.17670090E+06
7.35293415E-01  4.12408099E+06  5.34513274E+06
7.35611930E-01  3.02391370E+06  5.69558979E+06
7.35930446E-01  6.15240864E+06  5.85090556E+06
7.36248962E-01  -1.24692096E+06  5.87916175E+06
7.36567477E-01  8.57084332E+06  6.22550678E+06
7.36885993E-01  -9.97237397E+06  6.42537264E+06
7.37204509E-01  -9.71516273E+06  6.46097889E+06
7.37523024E-01  3.74280535E+06  7.21810628E+06
7.37841540E-01  -1.12280684E+07  7.00871398E+06
7.38160056E-01  -3.17469919E+06  7.99851556E+06
7.38478571E-01  1.55291441E+07  8.93007578E+06
7.38797087E-01  -7.37341485E+06  9.22720578E+06
7.39115603E-01  6.42357918E+06  1.07143462E+07
7.39434118E-01  -1.90388085E+07  1.14747591E+07
7.39752634E-01  1.34993920E+07  1.30074165E+07
7.40071150E-01  -8.19099693E+06  1.64644206E+07
7.40389665E-01  3.27969956E+07  3.92006956E+07


### HEADER:
#
#{
#    "analysis": {
#        "GNOM": {
#            "Alpha": 40.98,
#            "Dmax": "132",
#            "GNOM_ChiSquared": 11.665200908176116,
#            "GNOM_Quality_Assessment": "a REASONABLE solution",
#            "Real_Space_I0": 3317000000.0,
#            "Real_Space_I0_Err": 6167000.0,
#            "Real_Space_Rg": 49.67,
#            "Real_Space_Rg_Err": 0.03424,
#            "Total_Estimate": 0.6135,
#            "qEnd": 0.740389665,
#            "qStart": 0.0288256678
#        },
#        "guinier": {
#            "I0": "2.7315190199705306",
#            "I0_autorg_err": -1,
#            "I0_err": 0.03568077085947526,
#            "I0_est_err": 0.007692211211980724,
#            "I0_fit_err": 0.03568077085947526,
#            "Rg": "54.04578614964502",
#            "Rg_autorg_err": -1,
#            "Rg_err": 0.37492575148610946,
#            "Rg_est_err": 0.07764757450311523,
#            "Rg_fit_err": 0.37492575148610946,
#            "nEnd": 72,
#            "nStart": 58,
#            "qEnd": "0.03328",
#            "qRg_max": "1.798907889408249",
#            "qRg_min": "1.5579058755162347",
#            "qStart": "0.02883",
#            "rsq": "0.9946052078489942"
#        },
#        "molecularWeight": {
#            "Absolute": {
#                "Density_buffer": "3.34e+23",
#                "Density_dry_protein": "3.22e+23",
#                "MW": "",
#                "Partial_specific_volume": "0.7425"
#            },
#            "I(0)Concentration": {
#                "MW": ""
#            },
#            "PorodVolume": {
#                "Cutoff": "Default",
#                "Density": "0.00083",
#                "MW": "342.3007361804203",
#                "Q_max": "0.14795052680343476",
#                "VPorod": "738603.2260375902",
#                "VPorod_Corrected": "412410.52551857865"
#            },
#            "VolumeOfCorrelation": {
#                "Cutoff": "Manual",
#                "MW": "298.03324564260714",
#                "Q_max": "0.3",
#                "Type": "Protein",
#                "Vcor": "1408.1285432880763"
#            }
#        }
#    },
#    "calibration_params": {
#        "Beam_Center_X": 1097.0,
#        "Beam_Center_Y": 2050.0,
#        "Detector Tilt": 0.0,
#        "Detector Tilt Plane Rotation": 0.0,
#        "Detector_X_Pixel_Size": 75.0,
#        "Detector_Y_Pixel_Size": 75.0,
#        "Integration Method": "nosplit_csr",
#        "Radial_Average_Method": "pyFAI",
#        "Sample-to-detector distance (mm)": 1680.0,
#        "Wavelength (A)": 0.877112216734
#    },
#    "config_file": "/Volumes/SSD_Alpha/Research/Data/CHESS/HP/Mar_2020_HP_SAXS/hpsaxs_03_12_20/hpsaxs.cfg",
#    "counters": {
#        "Seconds": "1",
#        "roi": "0"
#    },
#    "filename": "S_A_tkRubisco0mpa_1_data_000001.dat",
#    "history": {
#        "subtraction": {
#            "initial_file": [
#                "A_tkRubisco0mpa_1_data_000001",
#                {
#                    "averaged_files": [
#                        [
#                            "tkRubisco0mpa_1_data_000001.h5"
#                        ],
#                        [
#                            "tkRubisco0mpa_1_data_000002.h5"
#                        ],
#                        [
#                            "tkRubisco0mpa_1_data_000003.h5"
#                        ]
#                    ]
#                }
#            ],
#            "subtracted_file": [
#                "A_thBuffer0mpa_1_data_000001",
#                {
#                    "averaged_files": [
#                        [
#                            "thBuffer0mpa_1_data_000001.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000002.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000003.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000004.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000005.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000006.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000007.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000008.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000009.h5"
#                        ],
#                        [
#                            "thBuffer0mpa_1_data_000010.h5"
#                        ]
#                    ]
#                }
#            ]
#        }
#    },
#    "normalizations": {
#        "Absolute_scale": {
#            "Absolute_scale_factor": 0.010306856987120434,
#            "Method": "Water"
#        },
#        "Counter_norms": [
#            [
#                "/",
#                "diode/150000"
#            ]
#        ],
#        "Polarization": {
#            "Used": false
#        },
#        "Solid_Angle_Correction": "On"
#    },
#    "raw_version": "2.0.0"
#}

